task,haystack_type,target_context_tokens,num_options,target_position,target_updates,n,n_scored,accuracy,ci_lo,ci_hi,chance,acc_above_chance,mean_p_correct,wrong_confidence,brier,order_flip_rate,latency_p50_ms,latency_p95_ms,constructed_tokens,api_input_tokens,rate_api_error,rate_unsupported,rate_invalid
kv_lookup,essay,16384,4,0.1,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,235.7,301.7399999999999,16343.1,17604.0,0.0,0.0,0.0
kv_lookup,essay,16384,4,0.5,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,248.60000000000002,292.17499999999995,16343.1,17604.0,0.0,0.0,0.0
kv_lookup,essay,16384,4,0.9,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,248.15,314.515,16343.1,17604.0,0.0,0.0,0.0
kv_lookup,essay,20480,4,0.1,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,294.05,393.19,20466.5,21941.8,0.0,0.0,0.0
kv_lookup,essay,20480,4,0.5,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,289.85,380.11499999999995,20466.5,21941.8,0.0,0.0,0.0
kv_lookup,essay,20480,4,0.9,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,298.55,362.2,20466.5,21941.8,0.0,0.0,0.0
kv_lookup,essay,28672,4,0.1,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,365.85,416.775,28467.4,30369.2,0.0,0.0,0.0
kv_lookup,essay,28672,4,0.5,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,374.0,433.68999999999994,28467.4,30369.2,0.0,0.0,0.0
kv_lookup,essay,28672,4,0.9,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,374.55,428.145,28467.4,30369.2,0.0,0.0,0.0
kv_lookup,kv,1024,2,-1.0,0,30,30,1.0,1.0,1.0,0.5,1.0,1.0,,0.0,0.0,150.1,194.075,976.0,1701.0,0.0,0.0,0.0
kv_lookup,kv,1024,4,-1.0,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,136.85000000000002,185.02499999999998,984.0,1741.0,0.0,0.0,0.0
kv_lookup,kv,1024,4,0.1,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,158.8,465.7199999999999,1040.0,1821.0,0.0,0.0,0.0
kv_lookup,kv,1024,4,0.5,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,152.95,213.17,1040.0,1821.0,0.0,0.0,0.0
kv_lookup,kv,1024,4,0.9,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,154.4,245.18499999999995,1040.0,1821.0,0.0,0.0,0.0
kv_lookup,kv,1024,8,-1.0,0,30,30,1.0,1.0,1.0,0.125,1.0,1.0,,0.0,0.0,149.75,188.62499999999997,1000.0,1821.0,0.0,0.0,0.0
kv_lookup,kv,1024,16,-1.0,0,30,30,1.0,1.0,1.0,0.0625,1.0,1.0,,0.0,0.0,159.85,203.595,1032.0,1987.0,0.0,0.0,0.0
kv_lookup,kv,1024,32,-1.0,0,30,30,1.0,1.0,1.0,0.03125,1.0,1.0,,0.0,0.0,151.89999999999998,213.67999999999998,1096.0,2323.0,0.0,0.0,0.0
kv_lookup,kv,1024,64,-1.0,0,30,30,1.0,1.0,1.0,0.015625,1.0,1.0,,0.0,0.0,154.35,222.34499999999986,1224.0,2995.0,0.0,0.0,0.0
kv_lookup,kv,2048,2,-1.0,0,30,30,1.0,1.0,1.0,0.5,1.0,1.0,,0.0,0.0,166.55,237.79499999999993,1998.0,3161.0,0.0,0.0,0.0
kv_lookup,kv,2048,4,-1.0,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,156.05,185.92999999999998,2006.0,3201.0,0.0,0.0,0.0
kv_lookup,kv,2048,4,0.1,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,154.75,226.91499999999996,2076.0,3301.0,0.0,0.0,0.0
kv_lookup,kv,2048,4,0.5,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,155.15,228.11499999999995,2076.0,3301.0,0.0,0.0,0.0
kv_lookup,kv,2048,4,0.9,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,159.7,225.09999999999988,2076.0,3301.0,0.0,0.0,0.0
kv_lookup,kv,2048,8,-1.0,0,30,30,1.0,1.0,1.0,0.125,1.0,1.0,,0.0,0.0,155.60000000000002,207.64,2022.0,3281.0,0.0,0.0,0.0
kv_lookup,kv,2048,16,-1.0,0,30,30,1.0,1.0,1.0,0.0625,1.0,1.0,,0.0,0.0,151.85,222.7899999999999,2054.0,3447.0,0.0,0.0,0.0
kv_lookup,kv,2048,32,-1.0,0,30,30,1.0,1.0,1.0,0.03125,1.0,1.0,,0.0,0.0,159.64999999999998,208.10499999999996,2118.0,3783.0,0.0,0.0,0.0
kv_lookup,kv,2048,64,-1.0,0,30,30,1.0,1.0,1.0,0.015625,1.0,1.0,,0.0,0.0,161.05,206.12499999999997,2246.0,4455.0,0.0,0.0,0.0
kv_lookup,kv,4096,2,-1.0,0,30,30,1.0,1.0,1.0,0.5,1.0,1.0,,0.0,0.0,171.39999999999998,280.61999999999995,4056.0,6101.0,0.0,0.0,0.0
kv_lookup,kv,4096,4,-1.0,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,166.05,226.56499999999994,4064.0,6141.0,0.0,0.0,0.0
kv_lookup,kv,4096,4,0.1,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,173.5,223.79999999999995,4120.0,6221.0,0.0,0.0,0.0
kv_lookup,kv,4096,4,0.5,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,177.2,254.3049999999999,4120.0,6221.0,0.0,0.0,0.0
kv_lookup,kv,4096,4,0.9,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,176.55,249.17999999999992,4120.0,6221.0,0.0,0.0,0.0
kv_lookup,kv,4096,8,-1.0,0,30,30,1.0,1.0,1.0,0.125,1.0,1.0,,0.0,0.0,172.35,224.56499999999997,4080.0,6221.0,0.0,0.0,0.0
kv_lookup,kv,4096,16,-1.0,0,30,30,1.0,1.0,1.0,0.0625,1.0,1.0,,0.0,0.0,161.5,205.34999999999997,4112.0,6387.0,0.0,0.0,0.0
kv_lookup,kv,4096,32,-1.0,0,30,30,1.0,1.0,1.0,0.03125,1.0,1.0,,0.0,0.0,175.25,238.33999999999997,4176.0,6723.0,0.0,0.0,0.0
kv_lookup,kv,4096,64,-1.0,0,30,30,1.0,1.0,1.0,0.015625,1.0,1.0,,0.0,0.0,173.6,228.49999999999997,4304.0,7395.0,0.0,0.0,0.0
kv_lookup,kv,8192,2,-1.0,0,30,30,1.0,1.0,1.0,0.5,1.0,1.0,,0.0,0.0,213.15,345.7799999999999,8144.0,11941.0,0.0,0.0,0.0
kv_lookup,kv,8192,4,-1.0,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,209.1,247.49499999999995,8152.0,11981.0,0.0,0.0,0.0
kv_lookup,kv,8192,4,0.1,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,204.1,283.12499999999994,8208.0,12061.0,0.0,0.0,0.0
kv_lookup,kv,8192,4,0.5,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,211.14999999999998,378.75999999999965,8208.0,12061.0,0.0,0.0,0.0
kv_lookup,kv,8192,4,0.9,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,203.55,257.155,8208.0,12061.0,0.0,0.0,0.0
kv_lookup,kv,8192,8,-1.0,0,30,30,1.0,1.0,1.0,0.125,1.0,1.0,,0.0,0.0,198.25,244.18999999999997,8168.0,12061.0,0.0,0.0,0.0
kv_lookup,kv,8192,16,-1.0,0,30,30,1.0,1.0,1.0,0.0625,1.0,1.0,,0.0,0.0,207.7,295.52,8200.0,12227.0,0.0,0.0,0.0
kv_lookup,kv,8192,32,-1.0,0,30,30,1.0,1.0,1.0,0.03125,1.0,1.0,,0.0,0.0,209.1,272.55,8264.0,12563.0,0.0,0.0,0.0
kv_lookup,kv,8192,64,-1.0,0,30,30,1.0,1.0,1.0,0.015625,1.0,1.0,,0.0,0.0,216.95,294.46999999999997,8392.0,13235.0,0.0,0.0,0.0
kv_lookup,kv,16384,2,-1.0,0,30,30,1.0,1.0,1.0,0.5,1.0,1.0,,0.0,0.0,298.3,389.3049999999999,16334.0,23641.0,0.0,0.0,0.0
kv_lookup,kv,16384,4,-1.0,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,306.4,371.10499999999996,16342.0,23681.0,0.0,0.0,0.0
kv_lookup,kv,16384,4,0.1,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,279.65,332.54999999999995,16412.0,23781.0,0.0,0.0,0.0
kv_lookup,kv,16384,4,0.5,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,284.95,363.08,16412.0,23781.0,0.0,0.0,0.0
kv_lookup,kv,16384,4,0.9,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,281.1,347.6999999999999,16412.0,23781.0,0.0,0.0,0.0
kv_lookup,kv,16384,8,-1.0,0,30,30,1.0,1.0,1.0,0.125,1.0,1.0,,0.0,0.0,293.5,337.94,16358.0,23761.0,0.0,0.0,0.0
kv_lookup,kv,16384,16,-1.0,0,30,30,1.0,1.0,1.0,0.0625,1.0,1.0,,0.0,0.0,302.4,374.375,16390.0,23927.0,0.0,0.0,0.0
kv_lookup,kv,16384,32,-1.0,0,30,30,1.0,1.0,1.0,0.03125,1.0,1.0,,0.0,0.0,313.8,398.57999999999987,16454.0,24263.0,0.0,0.0,0.0
kv_lookup,kv,16384,64,-1.0,0,30,30,1.0,1.0,1.0,0.015625,1.0,1.0,,0.0,0.0,333.8,419.0199999999999,16582.0,24935.0,0.0,0.0,0.0
kv_lookup,kv,20480,2,-1.0,0,30,30,1.0,1.0,1.0,0.5,1.0,1.0,,0.0,0.0,354.65,406.91,20436.0,29501.0,0.0,0.0,0.0
kv_lookup,kv,20480,4,-1.0,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,377.45,464.625,20444.0,29541.0,0.0,0.0,0.0
kv_lookup,kv,20480,4,0.1,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,368.15,454.0349999999999,20500.0,29621.0,0.0,0.0,0.0
kv_lookup,kv,20480,4,0.5,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,372.0,446.78,20500.0,29621.0,0.0,0.0,0.0
kv_lookup,kv,20480,4,0.9,0,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,356.65,422.0949999999999,20500.0,29621.0,0.0,0.0,0.0
kv_lookup,kv,20480,8,-1.0,0,30,30,1.0,1.0,1.0,0.125,1.0,1.0,,0.0,0.0,359.45,419.35999999999996,20460.0,29621.0,0.0,0.0,0.0
kv_lookup,kv,20480,16,-1.0,0,30,30,1.0,1.0,1.0,0.0625,1.0,1.0,,0.0,0.0,359.29999999999995,404.575,20492.0,29787.0,0.0,0.0,0.0
kv_lookup,kv,20480,32,-1.0,0,30,30,1.0,1.0,1.0,0.03125,1.0,1.0,,0.0,0.0,370.75,415.2149999999999,20556.0,30123.0,0.0,0.0,0.0
kv_lookup,kv,20480,64,-1.0,0,30,30,1.0,1.0,1.0,0.015625,1.0,1.0,,0.0,0.0,386.5,451.80999999999995,20684.0,30795.0,0.0,0.0,0.0
log_event_lookup,kv,1024,4,-1.0,1,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,141.60000000000002,176.17499999999998,1046.0,1781.9,0.0,0.0,0.0
log_event_lookup,kv,1024,4,-1.0,2,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,157.3,222.97,1046.0,1781.2,0.0,0.0,0.0
log_event_lookup,kv,1024,4,-1.0,4,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,154.75,198.91499999999996,1046.0,1781.9,0.0,0.0,0.0
log_event_lookup,kv,1024,4,-1.0,8,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,150.39999999999998,182.735,1034.0,1764.4,0.0,0.0,0.0
log_event_lookup,kv,1024,4,-1.0,16,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,134.5,187.94999999999993,1034.0,1764.5,0.0,0.0,0.0
log_event_lookup,kv,2048,4,-1.0,1,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,156.85,215.05999999999997,2066.0,3193.6,0.0,0.0,0.0
log_event_lookup,kv,2048,4,-1.0,2,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,149.2,182.42499999999998,2066.0,3193.1,0.0,0.0,0.0
log_event_lookup,kv,2048,4,-1.0,4,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,162.75,206.82,2066.0,3193.3,0.0,0.0,0.0
log_event_lookup,kv,2048,4,-1.0,8,30,30,1.0,1.0,1.0,0.25,1.0,0.9993333333333333,,8.888888888888905e-06,0.0,154.3,193.91499999999996,2066.0,3192.9,0.0,0.0,0.0
log_event_lookup,kv,2048,4,-1.0,16,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,148.3,229.75499999999997,2054.0,3177.0,0.0,0.0,0.0
log_event_lookup,kv,4096,4,-1.0,1,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,159.05,199.6,4118.0,6042.5,0.0,0.0,0.0
log_event_lookup,kv,4096,4,-1.0,2,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,156.0,211.35499999999993,4118.0,6041.9,0.0,0.0,0.0
log_event_lookup,kv,4096,4,-1.0,4,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,173.9,292.435,4118.0,6042.5,0.0,0.0,0.0
log_event_lookup,kv,4096,4,-1.0,8,30,30,1.0,1.0,1.0,0.25,1.0,0.9966666666666666,,0.00023999999999999974,0.0,169.8,217.01999999999998,4106.0,6024.7,0.0,0.0,0.0
log_event_lookup,kv,4096,4,-1.0,16,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,162.3,214.55499999999998,4106.0,6025.3,0.0,0.0,0.0
log_event_lookup,kv,8192,4,-1.0,1,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,206.25,307.4999999999998,8210.0,11717.5,0.0,0.0,0.0
log_event_lookup,kv,8192,4,-1.0,2,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,213.0,313.9699999999999,8210.0,11716.8,0.0,0.0,0.0
log_event_lookup,kv,8192,4,-1.0,4,30,30,1.0,1.0,1.0,0.25,1.0,0.9996666666666667,,4.444444444444453e-06,0.0,204.75,278.68,8210.0,11717.5,0.0,0.0,0.0
log_event_lookup,kv,8192,4,-1.0,8,30,30,1.0,1.0,1.0,0.25,1.0,0.9966666666666666,,0.00014222222222222246,0.0,211.45,269.2299999999999,8210.0,11716.3,0.0,0.0,0.0
log_event_lookup,kv,8192,4,-1.0,16,30,30,1.0,1.0,1.0,0.25,1.0,0.999,,2.2222222222222264e-05,0.0,202.39999999999998,253.73999999999998,8198.0,11699.0,0.0,0.0,0.0
log_event_lookup,kv,16384,4,-1.0,1,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,300.4,366.42999999999995,16406.0,23086.5,0.0,0.0,0.0
log_event_lookup,kv,16384,4,-1.0,2,30,30,1.0,1.0,1.0,0.25,1.0,0.9979999999999999,,3.555555555555562e-05,0.0,283.8,407.75499999999977,16406.0,23085.8,0.0,0.0,0.0
log_event_lookup,kv,16384,4,-1.0,4,30,30,1.0,1.0,1.0,0.25,1.0,0.999,,2.2222222222222264e-05,0.0,285.1,376.765,16406.0,23086.4,0.0,0.0,0.0
log_event_lookup,kv,16384,4,-1.0,8,30,30,1.0,1.0,1.0,0.25,1.0,0.9976666666666667,,3.111111111111117e-05,0.0,300.9,419.56,16394.0,23069.1,0.0,0.0,0.0
log_event_lookup,kv,16384,4,-1.0,16,30,30,1.0,1.0,1.0,0.25,1.0,0.9983333333333333,,2.2222222222222264e-05,0.0,298.85,362.31,16394.0,23068.8,0.0,0.0,0.0
log_event_lookup,kv,20480,4,-1.0,1,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,356.4,444.55,20498.0,28767.4,0.0,0.0,0.0
log_event_lookup,kv,20480,4,-1.0,2,30,30,1.0,1.0,1.0,0.25,1.0,0.9996666666666667,,4.444444444444453e-06,0.0,354.95,437.94,20498.0,28766.7,0.0,0.0,0.0
log_event_lookup,kv,20480,4,-1.0,4,30,30,1.0,1.0,1.0,0.25,1.0,0.9996666666666666,,4.444444444444453e-06,0.0,348.79999999999995,420.565,20498.0,28767.3,0.0,0.0,0.0
log_event_lookup,kv,20480,4,-1.0,8,30,30,1.0,1.0,1.0,0.25,1.0,0.9890000000000001,,0.0008044444444444442,0.0,350.6,404.51,20498.0,28766.2,0.0,0.0,0.0
log_event_lookup,kv,20480,4,-1.0,16,30,30,1.0,1.0,1.0,0.25,1.0,0.9956666666666667,,0.00014666666666666693,0.0,358.0,450.8999999999999,20486.0,28750.6,0.0,0.0,0.0
log_final_state,kv,1024,4,-1.0,1,30,30,1.0,1.0,1.0,0.25,1.0,1.0,,0.0,0.0,140.35000000000002,205.56499999999997,1095.7,1831.6,0.0,0.0,0.0
log_final_state,kv,1024,4,-1.0,2,30,30,1.0,1.0,1.0,0.25,1.0,0.9849999999999999,,0.0005644444444444453,0.0,153.8,198.98999999999992,1094.2,1829.4,0.0,0.0,0.0
log_final_state,kv,1024,4,-1.0,4,30,30,1.0,1.0,1.0,0.25,1.0,0.9533333333333334,,0.0071555555555555565,0.0,155.4,294.8799999999999,1095.4,1831.3,0.0,0.0,0.0
log_final_state,kv,1024,4,-1.0,8,30,30,1.0,1.0,1.0,0.25,1.0,0.9096666666666667,,0.030128888888888893,0.0,144.39999999999998,192.90999999999997,1084.0,1814.4,0.0,0.0,0.0
log_final_state,kv,1024,4,-1.0,16,30,30,0.8,0.5,1.0,0.25,0.7333333333333334,0.6319999999999999,0.8216666666666667,0.3126666666666667,0.0,134.0,208.74999999999994,1088.5,1819.0,0.0,0.0,0.0
log_final_state,kv,2048,4,-1.0,1,30,30,1.0,1.0,1.0,0.25,1.0,0.9993333333333333,,8.888888888888905e-06,0.0,152.85,190.52499999999998,2115.1,3242.7,0.0,0.0,0.0
log_final_state,kv,2048,4,-1.0,2,30,30,1.0,1.0,1.0,0.25,1.0,0.9253333333333332,,0.01707555555555556,0.0,154.45,202.89499999999998,2114.5,3241.6,0.0,0.0,0.0
log_final_state,kv,2048,4,-1.0,4,30,30,1.0,1.0,1.0,0.25,1.0,0.94,,0.009386666666666666,0.0,156.15,223.21999999999997,2115.4,3242.7,0.0,0.0,0.0
log_final_state,kv,2048,4,-1.0,8,30,30,0.7333333333333333,0.4666666666666667,1.0,0.25,0.6444444444444444,0.7326666666666666,0.6725,0.21387555555555554,0.1,153.25,195.82999999999996,2116.0,3242.9,0.0,0.0,0.0
log_final_state,kv,2048,4,-1.0,16,30,30,0.6333333333333333,0.3333333333333333,0.9,0.25,0.5111111111111111,0.49299999999999994,0.7281818181818182,0.46978222222222216,0.1,156.05,190.95,2108.5,3231.5,0.0,0.0,0.0
log_final_state,kv,4096,4,-1.0,1,30,30,1.0,1.0,1.0,0.25,1.0,0.9976666666666667,,3.111111111111117e-05,0.0,164.89999999999998,214.31999999999996,4166.2,6090.7,0.0,0.0,0.0
log_final_state,kv,4096,4,-1.0,2,30,30,0.9333333333333333,0.8333333333333334,1.0,0.25,0.9111111111111111,0.7759999999999999,0.625,0.12229333333333334,0.2,167.1,240.655,4165.9,6089.8,0.0,0.0,0.0
log_final_state,kv,4096,4,-1.0,4,30,30,1.0,1.0,1.0,0.25,1.0,0.8743333333333332,,0.03748,0.0,164.45,225.34499999999994,4167.4,6091.9,0.0,0.0,0.0
log_final_state,kv,4096,4,-1.0,8,30,30,0.7666666666666667,0.5666666666666667,0.9333333333333333,0.25,0.688888888888889,0.6863333333333332,0.66,0.24667999999999998,0.3,163.7,224.09499999999997,4156.0,6074.7,0.0,0.0,0.0
log_final_state,kv,4096,4,-1.0,16,30,30,0.6,0.3333333333333333,0.8666666666666667,0.25,0.4666666666666666,0.47866666666666663,0.7091666666666668,0.4759555555555555,0.2,161.89999999999998,194.28,4160.5,6079.8,0.0,0.0,0.0
log_final_state,kv,8192,4,-1.0,1,30,30,1.0,1.0,1.0,0.25,1.0,0.9936666666666666,,0.00012888888888888913,0.0,206.55,318.4199999999999,8255.8,11763.3,0.0,0.0,0.0
log_final_state,kv,8192,4,-1.0,2,30,30,0.8,0.5666666666666667,1.0,0.25,0.7333333333333334,0.7026666666666667,0.6016666666666667,0.17065777777777777,0.2,215.55,284.645,8256.7,11763.5,0.0,0.0,0.0
log_final_state,kv,8192,4,-1.0,4,30,30,0.9,0.7658333333333335,1.0,0.25,0.8666666666666667,0.7413333333333333,0.5,0.12916444444444444,0.2,209.5,269.305,8259.4,11766.9,0.0,0.0,0.0
log_final_state,kv,8192,4,-1.0,8,30,30,0.7333333333333333,0.5333333333333333,0.9,0.25,0.6444444444444444,0.6129999999999999,0.62375,0.3122977777777779,0.4,204.8,259.25999999999993,8260.0,11766.3,0.0,0.0,0.0
log_final_state,kv,8192,4,-1.0,16,30,30,0.5333333333333333,0.26666666666666666,0.8,0.25,0.37777777777777777,0.45866666666666667,0.6392857142857142,0.4720444444444444,0.3,202.35,270.955,8252.5,11753.5,0.0,0.0,0.0
log_final_state,kv,16384,4,-1.0,1,30,30,1.0,1.0,1.0,0.25,1.0,0.9936666666666666,,0.000137777777777778,0.0,283.6,374.86999999999983,16455.1,23135.6,0.0,0.0,0.0
log_final_state,kv,16384,4,-1.0,2,30,30,0.6,0.3,0.9,0.25,0.4666666666666666,0.6476666666666666,0.6283333333333334,0.27891111111111117,0.0,291.75,354.54499999999996,16454.2,23134.0,0.0,0.0,0.0
log_final_state,kv,16384,4,-1.0,4,30,30,0.8,0.6,0.9333333333333333,0.25,0.7333333333333334,0.6466666666666666,0.5583333333333333,0.20976888888888895,0.4,278.0,392.075,16455.4,23135.8,0.0,0.0,0.0
log_final_state,kv,16384,4,-1.0,8,30,30,0.7666666666666667,0.5,1.0,0.25,0.688888888888889,0.613,0.5242857142857142,0.3017377777777778,0.1,275.6,363.41499999999985,16444.0,23119.1,0.0,0.0,0.0
log_final_state,kv,16384,4,-1.0,16,30,30,0.6333333333333333,0.3333333333333333,0.9,0.25,0.5111111111111111,0.5096666666666666,0.6536363636363637,0.43190666666666666,0.1,292.29999999999995,373.1799999999999,16448.5,23123.3,0.0,0.0,0.0
log_final_state,kv,20480,4,-1.0,1,30,30,1.0,1.0,1.0,0.25,1.0,0.9863333333333332,,0.0004044444444444451,0.0,359.15,431.26499999999993,20546.5,28815.9,0.0,0.0,0.0
log_final_state,kv,20480,4,-1.0,2,30,30,0.9333333333333333,0.8333333333333334,1.0,0.25,0.9111111111111111,0.7283333333333333,0.6699999999999999,0.1453022222222222,0.2,345.15,401.8299999999999,20546.2,28814.9,0.0,0.0,0.0
log_final_state,kv,20480,4,-1.0,4,30,30,0.7333333333333333,0.5666666666666667,0.8666666666666667,0.25,0.6444444444444444,0.5466666666666666,0.5449999999999999,0.32622222222222225,0.6,357.54999999999995,422.62999999999994,20547.4,28816.7,0.0,0.0,0.0
log_final_state,kv,20480,4,-1.0,8,30,30,0.7,0.43333333333333335,0.9333333333333333,0.25,0.6,0.6333333333333333,0.568888888888889,0.27059555555555553,0.2,342.54999999999995,391.37,20548.0,28816.2,0.0,0.0,0.0
log_final_state,kv,20480,4,-1.0,16,30,30,0.5666666666666667,0.3,0.8333333333333334,0.25,0.4222222222222222,0.4593333333333334,0.6023076923076923,0.4751555555555555,0.2,360.1,489.91999999999996,20540.5,28805.1,0.0,0.0,0.0
